Crash Breakdown,Crash Breakdown 2,Crash Severity,Cross Street Full Name,Cyclist Flag,Date Of Loss Year,Day Of Week,Derived Crash Congifuration,Heavy Veh Flag,Intersection Crash,Mid Block Crash,Month Of Year,Motorcycle Flag,Municipality Name,Municipality Name (ifnull),Municipality With Boundary,Parking Lot Flag,Pedestrian Flag,Region,Road Location Description,Street Full Name,Street Full Name (ifnull),Time Category,Crash Count,Latitude,Longitude,Number of Records
WEDNESDAY,VANCOUVER,CASUALTY,CYPRESS ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CYPRESS ST & W 4TH AVE,W 4TH AVE,W 4TH AVE,15:00-17:59,1,49.268045,-123.147977,1
TUESDAY,VANCOUVER,CASUALTY,YORK AVE,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MAPLE ST & YORK AVE,MAPLE ST,MAPLE ST,18:00-20:59,1,49.271612,-123.150292,1
TUESDAY,RICHMOND,CASUALTY,NA,Yes,2016,TUESDAY,SINGLE VEHICLE,N,No,N,JUNE,N,RICHMOND,RICHMOND,VANCOUVER & RICHMOND,No,No,LOWER MAINLAND,ARTHUR LAING BRIDGE,ARTHUR LAING BRIDGE,ARTHUR LAING BRIDGE,12:00-14:59,1,49.196042,-123.137784,1
WEDNESDAY,DUNCAN,CASUALTY,BOYS RD,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,BOYS RD & TRANS-CANADA HWY,HWY 1,HWY 1,09:00-11:59,1,48.769611,-123.698803,1
WEDNESDAY,DUNCAN,CASUALTY,NA,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,No,N,JULY,N,DUNCAN,DUNCAN,DUNCAN,Yes,No,VANCOUVER ISLAND,COWICHAN WAY,COWICHAN WAY,COWICHAN WAY,15:00-17:59,1,48.773565,-123.703103,1
FRIDAY,DUNCAN,CASUALTY,CORONATION AVE,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,BUNDOCK AVE & CORONATION AVE,BUNDOCK AVE,BUNDOCK AVE,18:00-20:59,1,48.778717,-123.696969,1
TUESDAY,DUNCAN,CASUALTY,TRUNK RD,Yes,2018,TUESDAY,UNDETERMINED,N,Yes,N,JUNE,N,DUNCAN,DUNCAN,DUNCAN,Yes,No,VANCOUVER ISLAND,FESTUBERT ST & TRUNK RD & MALL ACCESS,FESTUBERT ST,FESTUBERT ST,09:00-11:59,1,48.776819,-123.702052,1
THURSDAY,DUNCAN,CASUALTY,TRANS-CANADA HWY,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,TRANS-CANADA HWY & TRUNK RD,TRUNK RD,TRUNK RD,09:00-11:59,1,48.776846,-123.698837,1
THURSDAY,DUNCAN,CASUALTY,TRUNK RD,Yes,2017,THURSDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,TRANS-CANADA HWY & TRUNK RD,HWY 1,HWY 1,15:00-17:59,1,48.776846,-123.698837,1
SATURDAY,DUNCAN,CASUALTY,SHERMAN RD,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,ALINGTON RD & CANADA AVE & SHERMAN RD,CANADA AVE,CANADA AVE,18:00-20:59,1,48.791247,-123.712985,1
WEDNESDAY,DUNCAN,PROPERTY DAMAGE ONLY,BOYS RD,Yes,2018,WEDNESDAY,UNDETERMINED,N,Yes,N,SEPTEMBER,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,BOYS RD & TRANS-CANADA HWY,HWY 1,HWY 1,18:00-20:59,1,48.769611,-123.698803,1
FRIDAY,DUNCAN,PROPERTY DAMAGE ONLY,JAMES ST,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,ALDERLEA ST & JAMES ST,ALDERLEA ST,ALDERLEA ST,12:00-14:59,1,48.782092,-123.704394,1
MONDAY,DUNCAN,CASUALTY,BOUNDARY ST,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,BOUNDARY ST & GOVERNMENT ST,GOVERNMENT ST,GOVERNMENT ST,15:00-17:59,1,48.778661,-123.712518,1
SATURDAY,DUNCAN,CASUALTY,CANADA AVE,Yes,2017,SATURDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,CANADA AVE & GOVERNMENT ST & RIVER RD & TRUNK RD,TRUNK RD,TRUNK RD,15:00-17:59,1,48.776802000000004,-123.706586,1
TUESDAY,DUNCAN,PROPERTY DAMAGE ONLY,LAKES RD,Yes,2018,TUESDAY,UNDETERMINED,N,Yes,N,SEPTEMBER,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,BEVERLY ST & LAKES RD,BEVERLY ST,BEVERLY ST,06:00-08:59,1,48.784822,-123.684897,1
THURSDAY,DUNCAN,CASUALTY,3RD ST,Yes,2017,THURSDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,3RD ST & CANADA AVE,CANADA AVE,CANADA AVE,15:00-17:59,1,48.782535,-123.708443,1
SATURDAY,DUNCAN,CASUALTY,PHILIP ST,Yes,2017,SATURDAY,UNDETERMINED,N,Yes,N,JUNE,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,CANADA AVE & PHILIP ST,CANADA AVE,CANADA AVE,12:00-14:59,1,48.789354,-123.711352,1
TUESDAY,DUNCAN,CASUALTY,NA,Yes,2018,TUESDAY,SINGLE VEHICLE,N,No,N,JULY,N,DUNCAN,DUNCAN,DUNCAN,No,No,VANCOUVER ISLAND,COWICHAN LAKE RD,COWICHAN LAKE RD,COWICHAN LAKE RD,12:00-14:59,1,48.788077,-123.723542,1
FRIDAY,WEST VANCOUVER,CASUALTY,ROSEBERY AVE,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,WEST VANCOUVER,WEST VANCOUVER,WEST VANCOUVER,No,No,LOWER MAINLAND,MARINE DR & NELSON AVE & ROSEBERY AVE & TURNING LANE,MARINE DR,MARINE DR,15:00-17:59,1,49.370244,-123.279815,1
TUESDAY,QUALICUM BEACH,CASUALTY,FIRST AVE W,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,QUALICUM BEACH,QUALICUM BEACH,QUALICUM BEACH,Yes,No,VANCOUVER ISLAND,BROOM ST & FIRST AVE W,BROOM ST,BROOM ST,06:00-08:59,1,49.348366,-124.45933,1
FRIDAY,KELOWNA,PROPERTY DAMAGE ONLY,ENTERPRISE WAY,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,ENTERPRISE WAY & HWY 97 N & LEATHEAD RD & TURNING LANE,HWY 97,HWY 97,15:00-17:59,1,49.895388,-119.414322,1
FRIDAY,KELOWNA,CASUALTY,GORDON DR,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,GORDON DR & HARVEY AVE,HWY 97,HWY 97,06:00-08:59,1,49.883544,-119.476957,1
MONDAY,KELOWNA,CASUALTY,HWY 97,Yes,2016,MONDAY,SIDE IMPACT,N,Yes,N,JUNE,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,GORDON DR & HARVEY AVE,GORDON DR,GORDON DR,15:00-17:59,1,49.883544,-119.476957,1
THURSDAY,KELOWNA,CASUALTY,GASTON AVE,Yes,2017,THURSDAY,UNDETERMINED,N,Yes,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,ELLIS ST & GASTON AVE,ELLIS ST,ELLIS ST,12:00-14:59,1,49.895451,-119.493504,1
MONDAY,KELOWNA,CASUALTY,HARVEY AVE,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,ELLIS ST & HARVEY AVE,ELLIS ST,ELLIS ST,15:00-17:59,1,49.883634,-119.493491,1
MONDAY,KELOWNA,CASUALTY,AURORA CRES,Yes,2016,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,AURORA CRES & HWY 33 W,HWY 33,HWY 33,09:00-11:59,1,49.888992,-119.395652,1
THURSDAY,KELOWNA,CASUALTY,BERNARD AVE,Yes,2019,THURSDAY,SIDE IMPACT,N,Yes,N,DECEMBER,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,BERNARD AVE & WATER ST,WATER ST,WATER ST,09:00-11:59,1,49.886317,-119.496605,1
FRIDAY,KELOWNA,CASUALTY,NA,Yes,2015,FRIDAY,SINGLE VEHICLE,N,No,Y,JUNE,N,KELOWNA,KELOWNA,KELOWNA,Yes,No,SOUTHERN INTERIOR,HWY 33 W,HWY 33 W,HWY 33 W,09:00-11:59,1,49.88897,-119.391626,1
FRIDAY,KELOWNA,CASUALTY,DAVIE RD,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,BRYDEN RD & DAVIE RD & HWY 33 W,HWY 33,HWY 33,15:00-17:59,1,49.889036,-119.405884,1
TUESDAY,KELOWNA,CASUALTY,NA,Yes,2019,TUESDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,Yes,No,SOUTHERN INTERIOR,ELLIS ST,ELLIS ST,ELLIS ST,15:00-17:59,1,49.892162,-119.493544,1
FRIDAY,KELOWNA,CASUALTY,ENTERPRISE WAY,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,ENTERPRISE WAY & LECKIE RD,LECKIE RD,LECKIE RD,15:00-17:59,1,49.884933,-119.432045,1
WEDNESDAY,KELOWNA,CASUALTY,RICHMOND ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,BERNARD AVE & RICHMOND ST,BERNARD AVE,BERNARD AVE,06:00-08:59,1,49.886263,-119.470616,1
THURSDAY,KELOWNA,PROPERTY DAMAGE ONLY,RICHTER ST,Yes,2015,THURSDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,BERNARD AVE & RICHTER ST,BERNARD AVE,BERNARD AVE,06:00-08:59,1,49.886311,-119.488472,1
SATURDAY,KELOWNA,CASUALTY,ELLIS ST,Yes,2018,SATURDAY,UNDETERMINED,N,Yes,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,BERNARD AVE & ELLIS ST,BERNARD AVE,BERNARD AVE,00:00-02:59,1,49.886319,-119.493538,1
FRIDAY,KELOWNA,PROPERTY DAMAGE ONLY,AURORA CRES,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,AURORA CRES & HWY 33 W,HWY 33,HWY 33,12:00-14:59,1,49.888992,-119.395652,1
MONDAY,KELOWNA,PROPERTY DAMAGE ONLY,MOLNAR RD,Yes,2016,MONDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,HWY 33 E & MOLNAR RD,HWY 33,HWY 33,18:00-20:59,1,49.889005,-119.379749,1
SUNDAY,KELOWNA,CASUALTY,ELLIS ST,Yes,2018,SUNDAY,UNDETERMINED,N,Yes,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,CAWSTON AVE & ELLIS ST,CAWSTON AVE,CAWSTON AVE,21:00-23:59,1,49.891738,-119.493542,1
SUNDAY,KELOWNA,CASUALTY,RICHTER ST,Yes,2016,SUNDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,CORONATION AVE & RICHTER ST,CORONATION AVE,CORONATION AVE,09:00-11:59,1,49.892644,-119.488472,1
FRIDAY,KELOWNA,CASUALTY,HWY 33,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,AURORA CRES & HWY 33 W,AURORA CRES,AURORA CRES,12:00-14:59,1,49.888992,-119.395652,1
FRIDAY,KELOWNA,CASUALTY,MILL ST,Yes,2018,FRIDAY,UNDETERMINED,N,Yes,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,BERNARD AVE & MILL ST,BERNARD AVE,BERNARD AVE,12:00-14:59,1,49.886307,-119.497955,1
MONDAY,KELOWNA,CASUALTY,NA,Yes,2016,MONDAY,SINGLE VEHICLE,N,No,Y,JULY,N,KELOWNA,KELOWNA,KELOWNA,Yes,No,SOUTHERN INTERIOR,HWY 33 W,HWY 33,HWY 33,15:00-17:59,1,49.88897,-119.391626,1
MONDAY,KELOWNA,CASUALTY,RUTLAND RD N,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,HARTMAN RD & RUTLAND RD N,HARTMAN RD,HARTMAN RD,18:00-20:59,1,49.899954,-119.386823,1
SUNDAY,KELOWNA,CASUALTY,HWY 97,Yes,2016,SUNDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,HWY 97 N & MCCURDY RD & TURNING LANE,MCCURDY RD,MCCURDY RD,15:00-17:59,1,49.901265,-119.408856,1
THURSDAY,CAMPBELL RIVER,CASUALTY,EVERGREEN RD,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,CAMPBELL RIVER,CAMPBELL RIVER,CAMPBELL RIVER,No,No,VANCOUVER ISLAND,ALDER ST & EVERGREEN RD & S ALDER ST,ALDER ST,ALDER ST,09:00-11:59,1,50.007511,-125.23942,1
THURSDAY,KELOWNA,CASUALTY,NA,Yes,2015,THURSDAY,SINGLE VEHICLE,N,No,Y,DECEMBER,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,HWY 97,HWY 97,HWY 97,12:00-14:59,1,49.880092,-119.507826,1
FRIDAY,KELOWNA,CASUALTY,ENTERPRISE WAY,Yes,2015,FRIDAY,UNDETERMINED,N,Yes,N,MAY,N,KELOWNA,KELOWNA,KELOWNA,Yes,No,SOUTHERN INTERIOR,ENTERPRISE CRT & ENTERPRISE WAY,ENTERPRISE CRT,ENTERPRISE CRT,12:00-14:59,1,49.883395,-119.451411,1
MONDAY,KELOWNA,CASUALTY,SPALL RD,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,KELOWNA,KELOWNA,KELOWNA,Yes,No,SOUTHERN INTERIOR,ENTERPRISE WAY & SPALL RD,ENTERPRISE WAY,ENTERPRISE WAY,12:00-14:59,1,49.884151,-119.454549,1
MONDAY,KELOWNA,CASUALTY,NA,Yes,2016,MONDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,HARVEY AVE,HARVEY AVE,HARVEY AVE,21:00-23:59,1,49.883561,-119.491037,1
SUNDAY,KELOWNA,PROPERTY DAMAGE ONLY,WATER ST,Yes,2016,SUNDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,LEON AVE & WATER ST,LEON AVE,LEON AVE,21:00-23:59,1,49.884496,-119.496601,1
WEDNESDAY,KELOWNA,CASUALTY,LAWRENCE AVE,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,ELLIS ST & LAWRENCE AVE,ELLIS ST,ELLIS ST,18:00-20:59,1,49.885364,-119.493507,1
FRIDAY,KELOWNA,CASUALTY,WATER ST,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,BERNARD AVE & WATER ST,BERNARD AVE,BERNARD AVE,09:00-11:59,1,49.886317,-119.496605,1
FRIDAY,KELOWNA,PROPERTY DAMAGE ONLY,WATER ST,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,BERNARD AVE & WATER ST,BERNARD AVE,BERNARD AVE,15:00-17:59,1,49.886317,-119.496605,1
WEDNESDAY,KELOWNA,CASUALTY,BERNARD AVE,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,BERNARD AVE & PANDOSY ST,PANDOSY ST,PANDOSY ST,06:00-08:59,1,49.886319,-119.495047,1
MONDAY,PITT MEADOWS,CASUALTY,HARRIS RD,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,PITT MEADOWS,PITT MEADOWS,PITT MEADOWS,No,No,LOWER MAINLAND,AIRPORT WAY & HARRIS RD,AIRPORT WAY,AIRPORT WAY,12:00-14:59,1,49.208104,-122.689762,1
FRIDAY,KEREMEOS,PROPERTY DAMAGE ONLY,WILLIS RANCH RD,Yes,2016,FRIDAY,UNDETERMINED,N,Yes,N,DECEMBER,N,KEREMEOS,KEREMEOS,KEREMEOS,No,No,SOUTHERN INTERIOR,HWY 3 & WILLIS RANCH RD,HWY 3,HWY 3,09:00-11:59,1,49.205216,-119.805521,1
TUESDAY,BURNABY,PROPERTY DAMAGE ONLY,MARINE DR,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,GILLEY AVE & MARINE DR,GILLEY AVE,GILLEY AVE,15:00-17:59,1,49.205418,-122.978272,1
WEDNESDAY,VANCOUVER,CASUALTY,ELLIOTT ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E KENT AVE N & ELLIOTT ST,E KENT AVE N,E KENT AVE N,18:00-20:59,1,49.20581,-123.056791,1
MONDAY,VANCOUVER,CASUALTY,KERR ST,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E KENT AVE N & KERR ST,E KENT AVE N,E KENT AVE N,06:00-08:59,1,49.206787,-123.042257,1
THURSDAY,NEW WESTMINSTER,CASUALTY,ST ANDREWS ST,Yes,2015,THURSDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,NEW WESTMINSTER,NEW WESTMINSTER,NEW WESTMINSTER,No,No,LOWER MAINLAND,ELEVENTH ST & ST ANDREWS ST,ELEVENTH ST,ELEVENTH ST,18:00-20:59,1,49.206213,-122.926504,1
TUESDAY,PORT COQUITLAM,CASUALTY,OTTAWA ST,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,PORT COQUITLAM,PORT COQUITLAM,PORT COQUITLAM,No,No,LOWER MAINLAND,LOUGHEED HWY & OTTAWA ST & TURNING LANE,LOUGHEED HWY,LOUGHEED HWY,06:00-08:59,1,49.255475,-122.747715,1
TUESDAY,BURNABY,CASUALTY,NA,Yes,2017,TUESDAY,SINGLE VEHICLE,N,No,N,JUNE,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,SPROTT ST,SPROTT ST,SPROTT ST,06:00-08:59,1,49.249929,-122.968737,1
THURSDAY,PORT COQUITLAM,CASUALTY,SHAUGHNESSY ST,Yes,2015,THURSDAY,UNDETERMINED,N,Yes,N,APRIL,N,PORT COQUITLAM,PORT COQUITLAM,PORT COQUITLAM,No,No,LOWER MAINLAND,PITT RIVER RD & SHAUGHNESSY ST,PITT RIVER RD,PITT RIVER RD,06:00-08:59,1,49.254583,-122.782641,1
MONDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 18TH AVE & MAIN ST & WATSON ST,E 18TH AVE,E 18TH AVE,15:00-17:59,1,49.254735,-123.100895,1
FRIDAY,PORT COQUITLAM,CASUALTY,BROADWAY ST,Yes,2019,FRIDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,PORT COQUITLAM,PORT COQUITLAM,PORT COQUITLAM,No,No,LOWER MAINLAND,BROADWAY ST & LANGAN AVE,LANGAN AVE,LANGAN AVE,15:00-17:59,1,49.250166,-122.762342,1
FRIDAY,BURNABY,PROPERTY DAMAGE ONLY,GOVERNMENT ST,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,CARIBOO RD & GOVERNMENT ST,CARIBOO RD,CARIBOO RD,15:00-17:59,1,49.250758,-122.91422,1
THURSDAY,VANCOUVER,CASUALTY,DUMFRIES ST,Yes,2017,THURSDAY,UNDETERMINED,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DUMFRIES ST & E 18TH AVE,E 18TH AVE,E 18TH AVE,12:00-14:59,1,49.254365,-123.072911,1
FRIDAY,VANCOUVER,CASUALTY,FRASER ST,Yes,2016,FRIDAY,UNDETERMINED,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 19TH AVE & FRASER ST,E 19TH AVE,E 19TH AVE,06:00-08:59,1,49.253725,-123.089961,1
WEDNESDAY,PORT COQUITLAM,PROPERTY DAMAGE ONLY,OTTAWA ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,PORT COQUITLAM,PORT COQUITLAM,PORT COQUITLAM,No,No,LOWER MAINLAND,NICOLA AVE & OTTAWA ST & MALL ACCESS,NICOLA AVE,NICOLA AVE,21:00-23:59,1,49.257692,-122.746596,1
MONDAY,VANCOUVER,CASUALTY,KNIGHT ST,Yes,2015,MONDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 19TH AVE & KNIGHT ST,E 19TH AVE,E 19TH AVE,21:00-23:59,1,49.253492,-123.076,1
SATURDAY,BURNABY,CASUALTY,THUNDERBIRD CRES,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,PRODUCTION WAY & THUNDERBIRD CRES,PRODUCTION WAY,PRODUCTION WAY,15:00-17:59,1,49.254343,-122.918876,1
SATURDAY,VANCOUVER,CASUALTY,NA,Yes,2016,SATURDAY,SIDE IMPACT,N,No,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,PUGET DR,PUGET DR,PUGET DR,12:00-14:59,1,49.254868,-123.175588,1
WEDNESDAY,BURNABY,CASUALTY,CANADA WAY,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,CANADA WAY & WILLINGDON AVE,WILLINGDON AVE,WILLINGDON AVE,09:00-11:59,1,49.254637,-123.004255,1
WEDNESDAY,BURNABY,CASUALTY,WILLINGDON AVE,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,CANADA WAY & WILLINGDON AVE,CANADA WAY,CANADA WAY,06:00-08:59,1,49.254637,-123.004255,1
TUESDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 18TH AVE & MAIN ST & WATSON ST,E 18TH AVE,E 18TH AVE,12:00-14:59,1,49.254735,-123.100895,1
MONDAY,VANCOUVER,CASUALTY,WINDSOR ST,Yes,2018,MONDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,KINGSWAY & WINDSOR ST,KINGSWAY,KINGSWAY,18:00-20:59,1,49.253845,-123.083718,1
TUESDAY,VANCOUVER,CASUALTY,SLOCAN ST,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 18TH AVE & SLOCAN ST,E 18TH AVE,E 18TH AVE,06:00-08:59,1,49.254029,-123.049543,1
MONDAY,BURNABY,CASUALTY,WILLINGDON AVE,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,GOARD WAY & WILLINGDON AVE,GOARD WAY,GOARD WAY,09:00-11:59,1,49.251789,-123.004291,1
FRIDAY,VANCOUVER,CASUALTY,LAUREL ST,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,LAUREL ST & W 18TH AVE,W 18TH AVE,W 18TH AVE,15:00-17:59,1,49.255273,-123.124484,1
TUESDAY,PORT COQUITLAM,PROPERTY DAMAGE ONLY,OTTAWA ST,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,PORT COQUITLAM,PORT COQUITLAM,PORT COQUITLAM,No,No,LOWER MAINLAND,LOUGHEED HWY & OTTAWA ST & TURNING LANE,LOUGHEED HWY,LOUGHEED HWY,06:00-08:59,1,49.255475,-122.747715,1
SUNDAY,VANCOUVER,CASUALTY,E 16TH AVE,Yes,2017,SUNDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 16TH AVE & KNIGHT ST,KNIGHT ST,KNIGHT ST,12:00-14:59,1,49.25622,-123.07588,1
