Crash Breakdown,Crash Breakdown 2,Crash Severity,Cross Street Full Name,Cyclist Flag,Date Of Loss Year,Day Of Week,Derived Crash Congifuration,Heavy Veh Flag,Intersection Crash,Mid Block Crash,Month Of Year,Motorcycle Flag,Municipality Name,Municipality Name (ifnull),Municipality With Boundary,Parking Lot Flag,Pedestrian Flag,Region,Road Location Description,Street Full Name,Street Full Name (ifnull),Time Category,Crash Count,Latitude,Longitude,Number of Records
MONDAY,VANCOUVER,CASUALTY,E 26TH AVE,Yes,2018,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 26TH AVE & QUEBEC ST,QUEBEC ST,QUEBEC ST,15:00-17:59,1,49.248033,-123.103224,1
THURSDAY,VANCOUVER,CASUALTY,ST CATHERINES ST,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 21ST AVE & ST CATHERINES ST,E 21ST AVE,E 21ST AVE,18:00-20:59,1,49.251841,-123.085736,1
FRIDAY,VANCOUVER,CASUALTY,VICTORIA DR,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HULL ST & VICTORIA DR,HULL ST,HULL ST,15:00-17:59,1,49.251867,-123.065218,1
SATURDAY,VANCOUVER,CASUALTY,SLOCAN ST,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 22ND AVE & SLOCAN ST,E 22ND AVE,E 22ND AVE,12:00-14:59,1,49.250639,-123.049615,1
TUESDAY,VANCOUVER,CASUALTY,KINGSWAY,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & KINGSWAY,CLARK DR,CLARK DR,18:00-20:59,1,49.251162,-123.078009,1
TUESDAY,VANCOUVER,CASUALTY,ARBUTUS ST,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ARBUTUS ST & W KING EDWARD AVE,W KING EDWARD AVE,W KING EDWARD AVE,18:00-20:59,1,49.251529,-123.15308,1
THURSDAY,VANCOUVER,CASUALTY,WINDSOR ST,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 21ST AVE & WINDSOR ST,E 21ST AVE,E 21ST AVE,06:00-08:59,1,49.251827,-123.083798,1
TUESDAY,VANCOUVER,CASUALTY,VALLEY DR,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,OLIVER CRES & VALLEY DR,OLIVER CRES,OLIVER CRES,06:00-08:59,1,49.250678,-123.159948,1
TUESDAY,VANCOUVER,CASUALTY,STAINSBURY AVE,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,STAINSBURY AVE & VICTORIA DR,VICTORIA DR,VICTORIA DR,15:00-17:59,1,49.251416,-123.065042,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,HEATHER ST,Yes,2018,FRIDAY,UNDETERMINED,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HEATHER ST & W 22ND AVE,W 22ND AVE,W 22ND AVE,09:00-11:59,1,49.251587,-123.120284,1
FRIDAY,VANCOUVER,CASUALTY,W 30TH AVE,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BLENHEIM ST & W 30TH AVE,BLENHEIM ST,BLENHEIM ST,00:00-02:59,1,49.245192,-123.178609,1
TUESDAY,VANCOUVER,CASUALTY,E 33RD AVE,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 33RD AVE & MAIN ST,MAIN ST,MAIN ST,09:00-11:59,1,49.240503,-123.101467,1
TUESDAY,VANCOUVER,CASUALTY,NANAIMO ST,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,KINGSWAY & NANAIMO ST,KINGSWAY,KINGSWAY,06:00-08:59,1,49.24187,-123.058123,1
WEDNESDAY,VANCOUVER,CASUALTY,E 25TH AVE,Yes,2016,WEDNESDAY,UNDETERMINED,Y,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E KING EDWARD AVE & KNIGHT ST,KNIGHT ST,KNIGHT ST,09:00-11:59,1,49.248512,-123.076075,1
FRIDAY,VANCOUVER,CASUALTY,INVERNESS ST,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 29TH AVE & INVERNESS ST,E 29TH AVE,E 29TH AVE,12:00-14:59,1,49.244601,-123.080149,1
THURSDAY,VANCOUVER,CASUALTY,HEATHER ST,Yes,2017,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HEATHER ST & W 29TH AVE,W 29TH AVE,W 29TH AVE,18:00-20:59,1,49.245268,-123.120462,1
MONDAY,VANCOUVER,CASUALTY,AUBREY PL,Yes,2016,MONDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,AUBREY PL & E 29TH AVE & PRINCE EDWARD ST,PRINCE EDWARD ST,PRINCE EDWARD ST,15:00-17:59,1,49.244359,-123.09689,1
WEDNESDAY,VANCOUVER,CASUALTY,PEVERIL AVE,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DINMONT AVE & MANITOBA ST & PEVERIL AVE,DINMONT AVE,DINMONT AVE,15:00-17:59,1,49.246555,-123.107876,1
WEDNESDAY,VANCOUVER,CASUALTY,HEATHER ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HEATHER ST & SAINT JOHN PAUL II WAY & W 32ND AVE,W 32ND AVE,W 32ND AVE,18:00-20:59,1,49.24223,-123.120579,1
THURSDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2015,THURSDAY,UNDETERMINED,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 30TH AVE & MAIN ST,E 30TH AVE,E 30TH AVE,12:00-14:59,1,49.243283,-123.101365,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,W 29TH AVE,Yes,2016,FRIDAY,UNDETERMINED,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 29TH AVE,CAMBIE ST,CAMBIE ST,12:00-14:59,1,49.245163,-123.115602,1
TUESDAY,VANCOUVER,CASUALTY,OLYMPIC ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,OLYMPIC ST & SW MARINE DR,SW MARINE DR,SW MARINE DR,12:00-14:59,1,49.232212,-123.189629,1
WEDNESDAY,VANCOUVER,CASUALTY,CROWN ST,Yes,2016,WEDNESDAY,SIDE IMPACT,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CROWN ST & SW MARINE DR,SW MARINE DR,SW MARINE DR,15:00-17:59,1,49.233695,-123.193751,1
TUESDAY,VANCOUVER,CASUALTY,WILLOW ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 41ST AVE & WILLOW ST,W 41ST AVE,W 41ST AVE,06:00-08:59,1,49.233812,-123.123875,1
MONDAY,VANCOUVER,CASUALTY,TYNE ST,Yes,2018,MONDAY,SINGLE VEHICLE,N,Yes,N,DECEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,KINGSWAY & TYNE ST,KINGSWAY,KINGSWAY,18:00-20:59,1,49.232015,-123.031251,1
TUESDAY,VANCOUVER,CASUALTY,BOUNDARY RD,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,BURNABY & VANCOUVER,No,No,LOWER MAINLAND,BOUNDARY RD & KINGSWAY & TURNING LANE,KINGSWAY,KINGSWAY,15:00-17:59,1,49.232292,-123.023538,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,VICTORIA DR,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 41ST AVE & VICTORIA DR,E 41ST AVE,E 41ST AVE,18:00-20:59,1,49.232747,-123.065518,1
SUNDAY,VANCOUVER,CASUALTY,W 41ST AVE,Yes,2016,SUNDAY,UNDETERMINED,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 41ST AVE & WEST BOULEVARD,WEST BLVD,WEST BLVD,06:00-08:59,1,49.234583,-123.155541,1
FRIDAY,VANCOUVER,CASUALTY,KINGSWAY,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,JOYCE ST & KINGSWAY,JOYCE ST,JOYCE ST,15:00-17:59,1,49.234143,-123.035895,1
WEDNESDAY,VANCOUVER,CASUALTY,NA,Yes,2018,WEDNESDAY,UNDETERMINED,N,No,N,JANUARY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,BURRARD ST,BURRARD ST,BURRARD ST,15:00-17:59,1,NA,NA,1
TUESDAY,VANCOUVER,CASUALTY,NA,Yes,2018,TUESDAY,SINGLE VEHICLE,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,GRANVILLE ST BRIDGE,GRANVILLE ST BRIDGE,GRANVILLE ST BRIDGE,18:00-20:59,1,NA,NA,1
SUNDAY,VANCOUVER,CASUALTY,NA,Yes,2015,SUNDAY,UNDETERMINED,N,No,N,OCTOBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,CHARLES ST,CHARLES ST,CHARLES ST,00:00-02:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,CYPRESS ST,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,CORNWALL ST,CORNWALL ST,15:00-17:59,1,NA,NA,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2019,FRIDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,W GEORGIA ST,W GEORGIA ST,W GEORGIA ST,06:00-08:59,1,NA,NA,1
TUESDAY,VANCOUVER,CASUALTY,WESTBROOKE MALL,Yes,2015,TUESDAY,SINGLE VEHICLE,N,No,N,OCTOBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,MARINE CRES,MARINE CRES,15:00-17:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,PENDER ST,Yes,2015,THURSDAY,UNDETERMINED,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,HORNBY ST,HORNBY ST,09:00-11:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,CLARKE DRIVE,Yes,2015,THURSDAY,SINGLE VEHICLE,N,No,N,MAY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,4TH AVE,4TH AVE,06:00-08:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,CORDOVA,Yes,2017,WEDNESDAY,UNDETERMINED,N,No,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,ABBOTT ST,ABBOTT ST,15:00-17:59,1,NA,NA,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,WILLOW STREET,Yes,2015,TUESDAY,SINGLE VEHICLE,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,7TH AVENUE,7TH AVENUE,15:00-17:59,1,NA,NA,1
TUESDAY,VANCOUVER,CASUALTY,UNION,Yes,2019,TUESDAY,SINGLE VEHICLE,N,No,N,MARCH,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,ADANAC ST,ADANAC ST,18:00-20:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,CASUALTY,49TH,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,No,N,JANUARY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,CAMBIE ST,CAMBIE ST,03:00-05:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,64 TH,Yes,2018,THURSDAY,SINGLE VEHICLE,N,No,N,MAY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,CAMBIE ST,CAMBIE ST,18:00-20:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,W 2ND AVE,Yes,2017,THURSDAY,SINGLE VEHICLE,N,No,N,JANUARY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,ANDERSON ST,ANDERSON ST,18:00-20:59,1,NA,NA,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NEW BRUNSWICK,Yes,2015,MONDAY,SINGLE VEHICLE,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,E 8TH AVE,E 8TH AVE,12:00-14:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,WEST 27 AVENUE,Yes,2015,THURSDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,CAMBIE ST,CAMBIE ST,12:00-14:59,1,NA,NA,1
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,HASTINGS ST,Yes,2018,SATURDAY,SINGLE VEHICLE,N,No,N,OCTOBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,CASSIAR ST,CASSIAR ST,15:00-17:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,MCDONALD,Yes,2016,THURSDAY,SINGLE VEHICLE,N,No,N,MARCH,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,DAWSON ST,DAWSON ST,21:00-23:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,SALT,Yes,2018,FRIDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,E 1ST AVE,E 1ST AVE,15:00-17:59,1,NA,NA,1
SUNDAY,VANCOUVER,CASUALTY,PRINCE EDWARD,Yes,2017,SUNDAY,UNDETERMINED,N,No,N,JUNE,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,55TH,55TH,09:00-11:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,HASTINGS ST,Yes,2016,THURSDAY,SINGLE VEHICLE,N,No,N,MARCH,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,CLARK DR,CLARK DR,18:00-20:59,1,NA,NA,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,33RD,Yes,2015,FRIDAY,SINGLE VEHICLE,N,No,N,JUNE,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,HEATHER ST,HEATHER ST,09:00-11:59,1,NA,NA,1
MONDAY,VANCOUVER,CASUALTY,MARINE DR,Yes,2019,MONDAY,SINGLE VEHICLE,N,No,N,MARCH,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,ANGUS DR,ANGUS DR,15:00-17:59,1,NA,NA,1
TUESDAY,VANCOUVER,CASUALTY,BROADWAY,Yes,2018,TUESDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,ARBUTUS GREEN WAY,ARBUTUS GREEN WAY,06:00-08:59,1,NA,NA,1
MONDAY,VANCOUVER,CASUALTY,JAMES ST,Yes,2016,MONDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 30TH AVE & JAMES ST,E 30TH AVE,E 30TH AVE,12:00-14:59,1,49.24334,-123.103975,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,E 30TH AVE,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 30TH AVE & ONTARIO ST,ONTARIO ST,ONTARIO ST,15:00-17:59,1,49.24337,-123.105255,1
SATURDAY,VANCOUVER,CASUALTY,NA,Yes,2018,SATURDAY,SINGLE VEHICLE,N,No,Y,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 73RD AVE,W 73RD AVE,W 73RD AVE,12:00-14:59,1,49.204657,-123.136669,1
FRIDAY,VANCOUVER,CASUALTY,MILTON ST,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GRANVILLE ST & MILTON ST & SW MARINE DR,SW MARINE DR,SW MARINE DR,15:00-17:59,1,49.205303,-123.140462,1
THURSDAY,VANCOUVER,CASUALTY,W KENT AVE N,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W KENT AVE N,CAMBIE ST,CAMBIE ST,15:00-17:59,1,49.206071,-123.117291,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,W 71ST AVE,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GRANVILLE ST & W 71ST AVE,GRANVILLE ST,GRANVILLE ST,15:00-17:59,1,49.207069,-123.140585,1
MONDAY,VANCOUVER,CASUALTY,MANITOBA ST,Yes,2019,MONDAY,UNDETERMINED,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MANITOBA ST & W KENT AVE N,W KENT AVE N,W KENT AVE N,12:00-14:59,1,49.206864,-123.110231,1
THURSDAY,VANCOUVER,CASUALTY,GRANVILLE ST,Yes,2017,THURSDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GRANVILLE ST & W 71ST AVE,W 71ST AVE,W 71ST AVE,18:00-20:59,1,49.207069,-123.140585,1
MONDAY,VANCOUVER,CASUALTY,INVERNESS ST,Yes,2015,MONDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 53RD AVE & INVERNESS ST,E 53RD AVE,E 53RD AVE,06:00-08:59,1,49.221835,-123.080177,1
FRIDAY,VANCOUVER,CASUALTY,PRINCE EDWARD ST,Yes,2019,FRIDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 51ST AVE & PRINCE EDWARD ST,E 51ST AVE,E 51ST AVE,09:00-11:59,1,49.223669,-123.097573,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,EAST BOULEVARD,Yes,2018,MONDAY,SINGLE VEHICLE,N,Yes,N,DECEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,EAST BOULEVARD & W 54TH AVE,W 54TH AVE,W 54TH AVE,18:00-20:59,1,49.221836,-123.15136,1
TUESDAY,VANCOUVER,CASUALTY,DUMFRIES ST,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DUMFRIES ST & E 53RD AVE,E 53RD AVE,E 53RD AVE,06:00-08:59,1,49.22177,-123.07467,1
MONDAY,VANCOUVER,CASUALTY,NA,Yes,2017,MONDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,Yes,No,LOWER MAINLAND,DAVIE ST,DAVIE ST,DAVIE ST,12:00-14:59,1,NA,NA,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2017,FRIDAY,UNDETERMINED,N,No,N,DECEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,E 45TH AVE,E 45TH AVE,E 45TH AVE,12:00-14:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,NA,Yes,2015,THURSDAY,SINGLE VEHICLE,N,No,N,DECEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,EAST HASTINGS,EAST HASTINGS,EAST HASTINGS,18:00-20:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,NA,Yes,2015,THURSDAY,SINGLE VEHICLE,N,No,N,JUNE,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,CORNWALL AVE,CORNWALL AVE,CORNWALL AVE,12:00-14:59,1,NA,NA,1
SUNDAY,VANCOUVER,CASUALTY,NA,Yes,2016,SUNDAY,SINGLE VEHICLE,N,No,N,APRIL,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,HEATHER ST,HEATHER ST,HEATHER ST,00:00-02:59,1,NA,NA,1
TUESDAY,VANCOUVER,CASUALTY,NA,Yes,2019,TUESDAY,SINGLE VEHICLE,N,No,N,MARCH,N,VANCOUVER,VANCOUVER,NA,Yes,No,LOWER MAINLAND,CYPRESS ST,CYPRESS ST,CYPRESS ST,18:00-20:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,NA,Yes,2015,THURSDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,Yes,No,LOWER MAINLAND,E CORDOVA ST,E CORDOVA ST,E CORDOVA ST,15:00-17:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2017,WEDNESDAY,SIDE SWIPE -OPPOSITE DIRECTION,N,No,N,MAY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,E 10TH AVE,E 10TH AVE,E 10TH AVE,18:00-20:59,1,NA,NA,1
MONDAY,VANCOUVER,CASUALTY,NA,Yes,2017,MONDAY,SINGLE VEHICLE,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,E 10TH AVE,E 10TH AVE,E 10TH AVE,12:00-14:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,CASUALTY,YUKON ST,Yes,2018,WEDNESDAY,SIDE IMPACT,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 22ND AVE & YUKON ST,W 22ND AVE,W 22ND AVE,06:00-08:59,1,49.251113,-123.112753,1
FRIDAY,VANCOUVER,CASUALTY,KNIGHT ST,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,KINGSWAY & KNIGHT ST,KINGSWAY,KINGSWAY,12:00-14:59,1,49.250108,-123.076032,1
WEDNESDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,E KING EDWARD AVE & MAIN ST,E 25TH AVE,E 25TH AVE,15:00-17:59,1,49.248771,-123.10107000000001,1
TUESDAY,VANCOUVER,CASUALTY,KNIGHT ST,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 22ND AVE & KNIGHT ST,E 22ND AVE,E 22ND AVE,09:00-11:59,1,49.250425,-123.075936,1
SUNDAY,VANCOUVER,CASUALTY,WINDSOR ST,Yes,2015,SUNDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 18TH AVE & WINDSOR ST,E 18TH AVE,E 18TH AVE,12:00-14:59,1,49.254515,-123.083675,1
WEDNESDAY,VANCOUVER,CASUALTY,CAMBIE ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W KING EDWARD AVE,W KING EDWARD AVE,W KING EDWARD AVE,06:00-08:59,1,49.248986,-123.115396,1
WEDNESDAY,VANCOUVER,CASUALTY,ST CATHERINES ST,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,KINGSWAY & ST CATHERINES ST,KINGSWAY,KINGSWAY,09:00-11:59,1,49.254746,-123.085636,1
WEDNESDAY,VANCOUVER,CASUALTY,E 19TH AVE,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,E 19TH AVE & MAIN ST,MAIN ST,MAIN ST,12:00-14:59,1,49.253792,-123.100871,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,E 18TH AVE,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 18TH AVE & MAIN ST & WATSON ST,MAIN ST,MAIN ST,15:00-17:59,1,49.254735,-123.100895,1
THURSDAY,VANCOUVER,PROPERTY DAMAGE ONLY,WINDSOR ST,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 22ND AVE & WINDSOR ST,E 22ND AVE,E 22ND AVE,18:00-20:59,1,49.250922,-123.083809,1
